country,genre,topic,author,name,description,year
zahraniční,komiks,technika,Edward Ross,Paříme - Komiksová historie videoher,"Od chvíle, kdy poprvé spustil bratrovo zaprášené atari, se komiksový kreslíř Edward Ross zbláznil do videoher. Po letech si začal klást otázky: Čím jsou hry tak výjimečné? Proč je hrajeme? A jak hry ovlivňují náš svět? V publikaci vhodné pro malé i velké zájemce nás provází časem od průkopnických technických vynálezů ze čtyřicátých let až po moderní éru blockbusterových hitů a skvostů nezávislé scény. Fanoušci a fanynky se mohou těšit, že na stránkách spatří legendární hry jako Minecraft, Super Mario, Doom, Last of Us, God of War, Legend of Zelda, Grand Theft Auto, Tomb Raider nebo Fallout. \n\nCo nás hry jako Dungeons & Dragons nebo Bioshock učí o svobodné vůli a osobní odpovědnosti? Jak herní designéři vytvářejí krajiny, v nichž se chceme ztratit? Proč a jak se ovladače stávají prodloužením našich těl? Jak se proměnilo zobrazení žen či ras ve videohrách? A ve které zemi způsobila obliba arkádových automatů nedostatek drobných?",2024
zahraniční,komiks,dobrodružství,"Charles Dixon, Sean Deming",Hobit aneb Cesta tam a zase zpátky,"Hobit je příběh Bilba Pytlíka, klidného a spokojeného hobita, kterému se celý život obrátí vzhůru nohama, když se připojí k čaroději Gandalfovi a třinácti trpaslíkům na výpravě za ukradeným pokladem. Je to cesta plná nebezpečí - a na konci musí Bilbo samojediný čelit strážci tohoto pokladu, nejobávanějšímu draku v celé Středozemi...",2007
zahraniční,fantasy,nadpřirozno,Cassandra Clare,Nástroje smrti - Město z kostí,"Když se patnáctiletá Clary Frayová vydá do newyorského klubu Pandemonium, vůbec netuší, že se stane svědkyní vraždy, kterou navíc spáchají tři teenageři se zvláštním tetováním na těle a podivnými zbraněmi v rukou. Mrtvé tělo pak jednoduše zmizí. Nejde jen tak zavolat policii, když jsou vrahové pro všechny ostatní neviditelní a na místě činu nezbyla ani kapka krve, která by napověděla, že tu zemřel člověk. A byl to vůbec člověk? Zde se Clary poprvé setká s Lovci stínů, bojovníky, kteří mají chránit svět před démony. Během čtyřiadvaceti hodin je Clary vtažena do jejich světa, její matka totiž zmizí a na samotnou Clary zaútočí démon. Proč by se ale démoni zajímali o obyčejné lidi, jako je Clary a její matka? A jak je možné, že má Clary najednou „vnitřní zrak“? To by rádi věděli i Lovci stínů… Zábavné, odvážné a neotřelé fantasy od Cassandry Clareové slibuje svým čtenářům strhující čtení, s nímž nebudou chtít přestat. \n\n Toto je první díl z celé série.",2007
zahraniční,knihy pro mládež,dospívání,Sue Townsend,Tajný deník Adriana Molea,"První z oblíbené série deníků Adriana Molea zastihuje hlavního hrdinu ve věku třinácti a půl roku. Je to pro něj nelehká doba, puberta s ním cloumá, svět je plný hlupáků a zabedněnců, kteří pro jeho umělecké vzlety nemají špetku pochopení. On je však pevně rozhodnutý statečně nést těžký úděl intelektuála.\n\nA jako by neměl dost starostí sám se sebou, doma vrcholí rodinná krize, matka odchází a Adrian zůstává s otcem, nepraktickým smolařem, navíc právě propuštěným z práce. A do toho všeho se ještě Adrian smrtelně vážně zamiluje do Pandory. Uprostřed osobních trablů a zmatků však hrdina dokáže svérázným klukovským pohledem sledovat a s neodolatelným anglickým humorem komentovat vážné i nevážné problémy, které hýbou britskou společností.",1988
zahraniční,knihy pro mládež,dospívání,Markus Zusak,Zlodějka knih,"Příběh se odehrává v nacistickém Německu a líčí dospívání mladé dívky Liesel, která začíná nový život v pěstounské péči poté, co ji opustila matka. Příběh vypráví o Lieselině vztahu s pěstouny, s ostatními obyvateli města i s mladým židovským mužem, kterého se svou nově nalezenou rodinou ukrývá ve sklepě svého domu.",2005
zahraniční,knihy pro mládež,život,Christiane F.,My děti ze stanice ZOO,"Osud Christiane F. znají miliony čtenářů po celém světě. Vyrůstali s drásavou výpovědí třináctileté německé narkomanky o pekle závislosti na heroinu a prostituci. Kniha My děti ze stanice ZOO a stejnojmenný film z ní udělaly celebritu a změnily zásadně její život. Po pětatřiceti letec h se Christiane Felscherinow nechala přesvědčit novinářkou Sonjou Vukovic, aby vyprávěla, co bylo potom. Procházíme spolu s Christiane jejím bojem se závislostí na drogách, pobytem ve vězení, ale také setkáními s legendami amerického rocku a evropské literatury, šťastnými roky v Řecku a největším darem – narozením syna Phillipa.",2014
zahraniční,knihy pro mládež,nadpřirozeno,Lisa Jane Smith,Upíří deníky,"Tato série sleduje životy upírů a jejich interakce s lidmi v moderním světě. Hlavní postavy, jako je Elena Gilbert a Stefan Salvatore, se potýkají s láskou, zradou a nebezpečím, které přichází s jejich nadpřirozenými schopnostmi. Příběh je plný napětí, romantiky a dramatických zvratů. Čtenáři se ponoří do fascinujícího světa, kde se mísí realita s nadpřirozenem.",od 1991
zahraniční,knihy pro mládež,nadpřirozeno,Stephenie Meyer,Stmívání,"""Stmívání"" je fenoménem, který oslnil čtenáře po celém světě. Tato kultovní knižní série od Stephenie Meyerové nás vtáhne do světa naplněného romantikou, nadpřirozenem a nebezpečnými tajemstvími. První díl série nese název ""Stmívání"" a zavede nás do městečka Forks, kde se hlavní hrdinka Bella Swanová zamiluje do tajuplného Edwarda Cullena. /n Edward a jeho rodina však ukrývají temné tajemství – jsou upíři. Přestože se snaží Bella i Edward překonat své odlišné podstaty, jejich láska je neustále prověřována vnějšími hrozbami a vnitřními konflikty. Čtenáři se mohou těšit na napínavý milostný příběh, který zahrnuje nadpřirozené bytosti, nebezpečné střety a nepřekonatelné překážky.",od 2005
zahraniční,knihy pro mládež,dospívání,Grace Dent,Klukům vstup zakázán,"Veronika a její dvě kamarádky se chtějí vydat na rockový festival, ale rodiče je nepustí, protože o ně mají strach. A tak si tři kamarádky na pozemk u školy uspořádají festival vlastní, s účastí školních kapel včetně skejťáka Jimiho, do kterého je Veronika zamilovaná. A možná se objeví i další hvězdy.",2003
zahraniční,knihy pro mládež,dospívání,Jostein Gaarder,Dívka s pomeranči,"Hrdinou této knihy je Georg, kterému zemřel otec, když byl hodně malý. A teď se najednou najde jeho dopis adresovaný synovi. Napsal ho krátce před smrtí, protože věděl, že mu chtěl předat některé své myšlenky a poselství, kterým by tehdy malý Georg nerozuměl. Tento emočně nabitý příb ěh vypráví o nemoci a marném boji, ale také o naději. ",2003
zahraniční,knihy pro mládež,zvířata,Rudyard Kipling,Kniha džunglí,"Lidské mládě. Odchovanec vlků, mrštný jako had a rychlý jako panter. Stane se lovcem lovců. Krásný dobrodružný příběh Mauglího, chlapce který vyroste mezi zvířaty v divoké džungli, splyne s ní a stane se její součástí. Dojemný vztah mezi člověkem a zvířaty, zvláště vlky.",1968
zahraniční,knihy pro mládež,zvířata,Jack London,Volání divočiny,"Známý a proslavený příběh severského psa Bucka. S obdivhodnou věrojatností zobrazuje autor všechny prožitky Buckova přizpůsobování se přechodu z pohodlí a slunečného blahobytu na panském sídle do drsné a mrazivé skutečnosti Severu, kde se z něho stává chytrý, smělý a bojovný hrdina.",1957
zahraniční,knihy pro mládež,zvířata,Jack London,Bílý tesák,"Ve vyprávění o osudech samotářského míšence psa a vlka vyjádřil autor své nejcennější myšlenky – víru v sílu života, přesvědčení o tom, že štěstí je neoddělitelné od věrnosti, s jakou dokážeme sloužit dobrým cílům.",1995
zahraniční,knihy pro mládež,,Mark Twain,Dobrodružství Toma Sawyera,"Román Dobrodružství Toma Sawyera, poprvé vydaný už v roce 1876, v dětství s gustem četli naši rodiče i rodiče našich rodičů. Spolu s Dobrodružstvím Huckleberryho Finna se stal na dlouhou dobu nejoblíbenější klukovskou četbou. Nyní vychází v novém českém překladu Jany Mertinové, který přibližuje originál současnosti. Autorův humor i poutavý způsob vyprávění se tak stává srozumitelnější pro dnešní čtenáře.\nS uličníkem Tomem a jeho kamarádem Huckem budou dnešní kluci znovu prožívat dobrodružný útěk z domova, pirátský život na pustím ostrově i hledání pokladu ve strašidelném domě. Stejně jako mnoho generací před nimi budou číst o tom, jak se oba kamarádi zastali neprávem obviněného Mouly Pottera a ohromili poklidné městečko odhalením skutečného vraha.\n13-121-KMČ-89",1989
zahraniční,knihy pro mládež,,Daniel Defoe,u,"Těžko bychom hledali čtenáře, který by neznal už od dětských let – většinou ovšem v úpravách či převyprávěních – jádro tohoto klasického díla anglické prózy. A kolik nejrůznějších robinsonád se inspirovalo během staletí Defoeovým barvitým líčením, které mu získalo populari tu už r. 1719. Svědčí to nesporně o životném jádru „zvláštních podivných dobrodružství“ námořníka z Yorku, který je tipickým představitelem své doby, ale nese v sobě i pevné optimistické přesvědčení přesahující jeho éru: o lidské zvídavosti, nezdolnosti, odvaze. Nové vydání předkládá čtenáři však nejen známý nezkrácený text prvního dílu o Robinsonových cestách a zážitcích, ale i méně známé pokračování o „dalších dobrodružstvích“ tohoto Defoeova hrdiny. Sledujeme tedy nejprve osud trosečníka, který na opuštěném ostrově v Atlantském oceánu prožije téměř třicet let a svou vynalézavostí a dovedností svých rukou uhájí jak holou existenci, tak si dokáže zpříjemnit prostředí kolem sebe a obstojí ve zkoušce „rozumem obdařené bytosti“ – i odvážně čelí divochům, kteří na jeho ostrov zajíždějí ke kanibalským hodům. Návratem z ostrova však Robinsonovy pohnuté osudy nekončí. Neklidná krev ho žene na nové cesty, do nového podnikání. Spolu se svým věrným domorodým sluhou Pátkem podniká nejprve cestu po západní Evropě a pak se znovu vydá na moře, do Západní Indie. Zavítá na svůj ostrov či kolonii, až nakonec svá putování uzavře návratem po souši přes Čínu, Mongolsko, Sibiř, Rusko. Do vlasti se vrací po mnoha letech jako stařec. Díky své podnikavosti a neohroženosti zbohatl a s uspokojením přehlíží své úspěchy. Robinsonovy cesty, postřehy i úvahy představují neobyčejně zajímavou charakteristiku doby, její podnikavosti i etiky. Jako jedinečný dokument i svébytné umělecké dílo zaujme i po více než dvě stě padesáti letech od svého vzniku, a dnešního čtenáře navíc ještě pro krásné nové ilustrace Adolfa Borna.",1975
zahraniční,knihy pro mládež,,Jules Verne,Cesta kolem světa za 80 dní,Slavný příběh Philease Fogga a sluhy Passepartouta a jejich cesta kolem světa.,1997
zahraniční,knihy pro mládež,,Jules Verne,Dva roky prázdnin,"Jeden z nejúspěšnějších románů Vernových, který stále poutá mladé čtenáře toužící po dobrodružství. Vypráví příhody patnácti chlapců-školáků zanesených bouří na pustý ostrov a bojujících na něm o svůj život.",1973
zahraniční,knihy pro mládež,,Raquel J. Palacio,Neobyčejný kluk,"Jmenuju se August a vypadám trochu zvláštně… ale jinak jsem stejný jako vy! Auggie není obyčejný desetiletý kluk, i když dělá docela obyčejné věci – jako všechny děti v jeho věku. Má totiž skutečně neobyčejnou tvář... Narodil se s deformovaným obličejem. Když má nastoupit do páté třídy Beecherovy školy, vzbuzuje to v něm i v jeho rodičích obavy, naději a otázky, jak ho jeho noví spolužáci přijmou. Podaří se Auggiemi přesvědčit své spolužáky o tom, že je navzdory svému vzhledu stejný jako oni? \nOriginální a inspirující román si od svého uvedení na trh v roce 2012 přečetlo přes více než 6 milionů čtenářů. Na motivy knihy natočil režisér Stephen Chbosky film s Jacobem Tremblayem, Julií Robertsovou a Owenem Wilsonem v hlavních rolích.",2018
zahraniční,knihy pro mládež,,Rick Riordan,Percy Jackson: Zloděj blesku,"Jmenuji se Percy Jackson!\nDoteď jsem si myslel, že jsem obyčejný kluk, kterého čeká vyhazov ze školy. Zjistil jsem ale, že můj otec je bůh z Olympu. Moje učitelka se proměnila v krvavou příšeru a kamarád je Satyr. Všichni na mě mají spadeno a podezřívají mě z krádeže blesku, zbraně mocn ého boha Dia. Musím dokázat svou nevinu, najít ukradený blesk a s ním i zloděje...",2022
zahraniční,detektivka,,Thomas Brezina,Čarodějova věž,"Parta detektivů musí tentokrát rozlousknout zapeklitý případ. Ve vesničce, kde lišky dávají dobrou noc, se začne zjevovat čaroděj, který je už pět set let mrtvý. Je to duch, nebo se jedná jen o nějaké laciné triky? Navíc se zdá, jako by všichni obyvatelé Limbachu měli co skrývat. Podař í se Čtyřce rozplést labyrint lží a úskoků?",2009
zahraniční,detektivka,,Thomas Brezina,Klub záhad,Bez popisu.,
zahraniční,detektivka,,Arthur Conan Doyle,Dobrodružství Sherlocka Holmese,"Tato kniha přináší první nadílku Doylových povídek o slavném detektivovi. Původně vycházely v letech 1891–1892 a my je vydali o 105 let (nebo 26) později do doby zcela jiné, odlišné tempem, morálkou i typem zločinů. Byly však ty staré zlaté časy skutečně tak zlaté? Holmes a Watson o tom vědí své. Pro nás však kouzlo té doby zůstává nezměněno. Nuže, vzhůru do zamlžených ulic, na kvetoucí vřesoviště.",1982
zahraniční,detektivka,,Robin Stevens,Záhada zamčeného kupé,"Dívčí detektivní klub řeší třetí případ. Detektivka pro mladé dámy ve stylu Agathy Christie!\n\nDaisy Wellsová a Hazel Wongová cestují na prázdniny slavným Orient Expresem. Od chvíle, kdy dívky nastoupily, je jasné, že každý cestující v tomto luxusním vlaku něco skrývá. Pak se z jedno ho kupé ozve výkřik a bohatá dědička je nalezena mrtvá. Po vrahovi nezůstane ani stopa – jako by se vypařil. Daisy a Hazel budou řešit svoji první záhadu zamčeného pokoje. A zároveň čelit několika dalším detektivům, kteří chtějí případ rozlousknout dřív než ony.",2022
čeští,detektivka,,Daniela Krolupperová,Zločin na Starém Městě pražském,"Dobrodružný detektivní román odehrávající se za života významného českého malíře Jakuba Schikanedera. K pátrání po původci smrti mladé dívky, která zemřela v důsledku pádu z pavlače, přispěje sám Jakub, jenž se stal v dětských letech svědkem této tragédie. Jakubovi se děsivá ud álost vryla hluboko do paměti, a když po mnoha letech potká osobu, která u ní také byla přítomna, vybaví se mu další vzpomínky. Co se vlastně tehdy stalo? Samotný děj příběhu nezachycuje jen složité pátrání, ale i život dodnes oblíbeného a uznávaného Jakuba Schikanedera (1855-1924), jehož známým obrazem je právě Vražda v domě.",2014
čeští,detektivka,,Petra Soukupová,Kdo zabil Snížka?,"Když si Martina přála psa, netušila, že se Snížkem budou samé potíže. Z malého bílého štěněte vyrostl pes, kterého skoro nikdo ve vesnici nemá rád. Dokonce i její máma se ho bojí. A tak když Martina jednoho dne najde Snížka mrtvého, hned ji napadne, že nezemřel náhodou.\nOpravdu Sníž ka někdo zabil?\nMartina se spolu s kamarády Frantou, Kájou a Viktorem pustí do vyšetřování Snížkovy smrti a jejich dobrodružné pátrání přinese nečekaná odhalení.\nPo knížce Bertík a čmuchadlo přichází úspěšná autorka knih pro dospělé Petra Soukupová s dalším neobyčejným příběhem pro děti, tentokrát s detektivní zápletkou.",2017
čeští,detektivka,,Marek Toman,Inspektor Mol a případ ztraceného rukopisu,"Knihovna jako místo činu, čtenáři jako podezřelí a jeden detektiv, který si na ně došlápne…\nTomáš je kluk ze sídliště, který netuší, co se sebou. V jeho životě se ale objeví detektiv Mol – drsňák s ostřížím zrakem a smyslem pro spravedlnost. Když v městské knihovně záhadně zm izí rukopis literární hvězdy Gréty Grande, vyráží Mol do akce. V této brilantní parodii na noirovou detektivku určené -náctiletým i dospělým čtenářům se Marku Tomanovi podařilo propojit humor, nečekané detektivní zvraty a lásku ke knihám. Povede se Molovi vyřešit jeho největší případ? A hlavně – dokáže zjistit, kým vlastně je?",2025
zahraniční,,zvířata,George Orwell,Farma zvířat,"Pozoruhodná bajka začíná vzpourou zvířat, která vyženou majitele farmy a začnou si vládnout sama. Zprvu ušlechtilé, idealistické myšlenky o rovnosti, svobodě a blahobytu záhy berou za své a jejich místo postupně zaujme propaganda, nesvoboda a totalitní diktatura.",1991
čeští,,zvířata,Iva Procházková,Myši patří do nebe,"Fantaskní příběh s nečekanou a nápaditou pointou, napsaný jako humorné vyprávění o dvou kamarádech. Velké přátelství myšky Šupito a lišáka Bělobřicha je dramaticky přerušeno, ale oba přátelé se znovu setkají v přívětivé zemi na hranici mezi životem a smrtí, kde prožívají podivu hodná dobrodružství. Motiv smrti je podán tak, že se ho malý čtenář nezalekne, a přijme ho jako součást příběhu. Autorka chtěla svým barvitým vyprávěním z přírody setřást bázeň ze smrti, která děti mnohdy obestírá, a naznačit, že nějaký svět existuje i dál. Tohoto tématu se již před časem znamenitě zhostila Astrid Lindgrenová, teď se to na malém příběhu stejně dobře podařilo jedné z nejlepších současných autorek pro děti a mládež Ivě Procházkové. Vznikla odvážná knížka, která je důkazem, že moderní česká literatura pro děti stále patří k evropské špičce.",2006
čeští,,zvířata,Ota Pavel,Smrt krásných srnců,"Povídková kniha, ve které Ota Pavel vzpomíná na šťastné dětství před válkou i neradostná válečná léta. Ústřední postavou je jeho otec Leo Popper, obchodní zástupce firmy Elektrolux.",2000
čeští,,zvířata,Ota Pavel,Jak jsem potkal ryby,"V svazku nazvaném Jak jsem potkal ryby (1974) Ota Pavel vědomě navázal na úspěšnou sbírku Smrt krásných srnců (1972). Opustil definitivně svět sportovců a sportu a vrátil se opět do krajin svého dětství a mládí – na Buštěhrad, na Berounku, k řekám, potokům a mořím.\n\nHrdiny jeho pov ídek jsou opět členové jeho rodiny v čele s „povedeným tatínkem“, bratry Jirkou a Hugem, ale prim tu hraje příroda, ryby především, a hlavně pokora a úcta k člověku. Celek mistrovského literárního díla je návratem k pramenům „vody živé“ – a čtenáři odtud mohou spolehlivě čerpat energii a sílu k životu.",2004
čeští,,zvířata,Markéta Baňková,Straka v říši entropie,"Straka v říši entropie jsou bajky pro dospělé i děti. Zvířata v nich luští záhady existence a fungování světa. Zjistíme, proč se hroch udrží na vodní hladině i proč někteří samci nepohrdnou samičkou z igelitu. Jak lišky prochází krizí středního věku a kdo všechno chce být ideálem krásy. Proč nemá smysl bojovat proti nepořádku a jak zatočit s jezevcem notorikem. Jak může notorik pád ze schodů omluvit zakřivením časoprostoru a že i myši mají určitý názor na kvantovou neurčitost. Vzrušující témata podstaty vesmíru, která jinak bývají pro laika příliš složitá, jsou v této knize podána lehce, jakoby mimochodem. Kniha humornou formou přibližuje klasické fyzikální zákony, které pochopí malé děti, ale dotýká se i náročných témat fyziky moderní doby, určené starším dětem a dospělým. Vhodná je pro rodiče, kteří čtou dětem, ale současně hledají i knihu pro sebe. Zaujme také čtenáře, které fyzika nezajímá, nebo z ní mají dokonce strach – ti najdou především grotesku, jejíž hrdinové po cestě vědy docházejí k filosofii.",2010
zahraniční,,cestování,Jonathan Swift,Gulliverovy cesty,"Utopický román anglického spisovatele 18. století, pod rouškou imaginárního cestopisu satiricky líčí poměry v Anglii, kritizuje civilizaci a relativizuje sílu lidského rozumu. \n\nRomán, jehož původní název zněl „Cesty k rozličným národům světa . . . „, je rozdělen do čtyř dílů o n estejném počtu kapitol (osm, osm, jedenáct, dvanáct), nesoucích tzv. epická záhlaví. Je mu předeslána fiktivní předmluva vydavatele Sympsona a dopis autora – kapitána Lemuela Gullivera tomuto vydavateli. Fikci pravdivosti podtrhují také mapky, portrét Gullivera a autentická 1. osoba, v níž se líčí Gulliverovy cesty na utopické ostrovy. V I. dílu „Cesta do Liliputu“ se Gulliver ocitá mezi trpaslíky, ve II. dílu „Cesta do Brobdingnagu“ mezi obry. Ve III. dílu „Cesta do Laputy, Balnibardi, Luggnaggu, Blubbdubdribu“ se představy o světě vtělují do alegorie vznášejícího se ostrova (Laputa – alegorie sféry teoretického myšlení a uzavřené aristokracie) a obrazu hospodářsky a kulturně upadajícího státu Balnibardi. V tomto dílu promlouvá Gulliver se slavnými muži minulosti a poznává Struldbrugy, nesmrtelné obyvatele ostrova Luggnaggu. Tématem IV. dílu „Cesta do země Hvajninimů“ je výměna sociálních rolí mezi koňmi a lidmi. Lidé, tzv. Jahuové, slouží v ideální říši ušlechtilým zvířatům. Gulliver prožívá nejrůznější dobrodružství a po mnohaleté cestě se vrací domů. Putování po imaginárních ostrovech a zemích je záminkou ke kritice domácích poměrů a evropské kultury. Souběžně s negativními obrazy autor rýsuje projekt ideálního zřízení.",1975
čeští,,dětský hrdina,Marie Majerová,Robinsonka,"Ve své, dnes již klasické knížce pro mládež Robinsonka líčí národní umělkyně Marie Majerová s jemným humorem a hlubokým porozuměním pro city a nálady mladé dívčí duše přerod své dospívající hrdinky Blaženy Borové. Po matčině náhlé smrti zůstává s tatínkem – taxikářem a n ovorozeným bratříčkem Péťou sama. Pro čtrnáctiletou studentku, žijící dříve jako bezstarostný zhýčkaný jedináček, nastává v bytě, který se jí proměnil v pustý ostrov, každodenní zápas s nezvyklými starostmi o domácnost. Bláža si připadá docela jako Robinson, hrdina slavného anglického románu Daniela Defoea a statečně se z říše vysněných dobrodružství probojovává ke skutečnému životu.",1984
čeští,,dětský hrdina,Stanislav Rudolf,Kopretiny pro zámeckou paní,"Prázdninová komedie o holkách krásně praštěných. Patnáctiletá Kateřina Krásná žije se svými rodiči - kastelány na hradě Krabonoši. Je otrávená pomyšlením, že stráví svoje prázdniny v neútulné pokladně hradu. její - podle jejího názoru - nudný život na Krabonoši je narušen pří chodem studenta Petra, který by měl na hradě dělat průvodce. Katka se do něj zamiluje a marně se snaží upoutat jeho pozornost a to opravdu všemi způsoby, dokonce i fingovanou krádeží vzácných korbelíků z hradní sbírky. Katka má sice průšvih, ale ten konečně přiměje Petra, aby si jí všiml.",1981
zahraniční,,dětský hrdina,Kiera Cass,Selekce,"35 dívek. 1 princ. Životní šance. To je SELEKCE!\n\nPro dívky je Selekce životní šancí. Příležitostí k útěku od života, který jim byl stanoven od narození. Být obklopena světem třpytivých šatů a drahocenných šperků. Žít v paláci a soutěžit o srdce krásného prince Maxona. Ale pro A mericu to znamená otočit se zády ke své tajné lásce Aspenovi, který je o kastu níž než ona. Nechce se jí odejít z domova a vstoupit do nelítostné soutěže o korunku.",2021
čeští,,sport,Eduard Bass,Klapzubova jedenáctka,"Dnes už klasický román Eduarda Basse z roku 1922 vypráví příběh otce Klapzuby, který ze svých jedenácti synů vychová fenomenální fotbalový tým. Základní dílo české humoristické prózy můžeme číst jako oslavu ducha fair play, houževnatosti a sportovního nadšení i jako dobově aktuáln í hříčku, lehce ironizující opojení českou kopanou a narážející na události v poválečné společnosti. Ne náhodou si kniha získala obrovskou popularitu mezi mladými i dospělými čtenáři a dočkala se již více než 30 vydání. Nyní vychází nově v grafickém provedení Zdeňka Zieglera a s poutavými barevnými ilustracemi Jiřího Gruse.",2008
čeští,,historie,Eduard Petiška,Staré řecké báje a pověsti,"Dávné řecké báje a pověsti zrodila lidová fantazie starověkých Řeků v době, kdy lidé ještě neznali ani železný pluh. Vytvořil je génius slavného národa Helénů a obstály ve zkouškách tisíciletí. Jen těžko si lze představit kulturního člověka, který by nevěděl, kdo byli Herkules nebo Prométheus, Afrodita či Europa, Kyklopové, Sirény, Múzy nebo hromovládný Zeus. Výběr z těchto bájí a pověstí zpracoval na počátku druhé poloviny minulého století spisovatel Eduard Petiška a čtenáři si knihu, napsanou velmi moderně, ale přitom s velkou úctou k tradici, oblíbili hlavně pro její poutavost a svěžest.",2005
čeští,,historie,Eduard Petiška,Staré české báje a pověsti,Bez popisu.,
čeští,,historie,Alois Jirásek,Staré pověsti české,"Knížka od samotného prvního vydání v roce 1894 patří do zlatého fondu české literatury a její znalost patří k základnímu vzdělání. Jirásek tu sebral a beletristicky zpracoval nejznámější české pověsti. Dočteme se mezi nimi např. o praotci Čechovi, Krokovi a jeho dcerách, Přemyslovi i Libušiných proroctvích nebo o staré Praze...",1992
čeští,,historie,Vendula Borůvková,1918 aneb Jak jsem dal gól přes celé Československo,"To si takhle čutáte a najednou bum! Československo! Je pondělí 28. října. Desetiletý Jenda se těší, že si po škole zahraje s kamarády fotbal. Jenže jeho tatínek, učitel Antonín Vosika, s ním má na odpoledne jiné plány. Zatraceně, zdržení před blížícím se důležitým zápasem si Jenda nemůže dovolit! A to ještě netuší, že tohle zdržení se protáhne na několik let a skončí o tisíc kilometrů dál. V roce 1918 vzniklo Československo. Stát, v němž si po dlouhých staletích opět vládli Češi společně se Slováky. Oslavy a provolávání jména prvního československého prezidenta Tomáše Garrigua Masaryka zní dodnes. Děti i mnozí dospělí se přitom sami sebe ptají — co to má všechno propána společného se mnou? Stejnou otázku si kladly tisíce lidí i před sto lety. Hlavně děti se musely podivovat. To se najednou všichni dospělí zbláznili? Takhle jásat nad nějakým starým pánem a podivným slovem republika… Jako Jenda. Ten si chce jen zakopat s kamarády, ať už mluví česky, nebo německy. Nemá však na výběr, Československo nečeká. A Jenda se musí s celou rodinou vydat na dlouhou a dalekou cestu, při níž zjistí, jak se ho celý ten blázinec týká.",2018
čeští,,historie,Markéta Pilátová,Holčička ze známky,"Říká vám něco jméno Eva Haňková? Za první republiky ji znal každý!\n\nEva byla „holčička ze známky“, kterou prezident Masaryk při návštěvě Pardubic zvedl do vzduchu a objal, a z tohoto gesta byla cítit taková radost a optimismus mladé republiky, že se dopisní známka s fotografií holč ičky a TGM prodávala v milionových nákladech a z Evy se stala svého druhu celebrita. Doba se však rychle změnila, přišla válka a komunistický převrat a v Československu se „holčičce ze známky“, nyní emancipované a univerzitně vzdělané mladé ženě, přestalo volně dýchat. Spolu se svým manželem emigrovala do USA, protože toužila po životě ve svobodě. Příběh symbolicky končí setkáním s dalším prezidentem, Václavem Havlem, opět ve svobodné zemi.\n\nAutorka přístupně přibližuje dětem české dějiny 20. století.",2025
zahraniční,,historie,Art Spiegelman,Maus,"K 25. výročí prvního vydání slavného komiksu Arta Spiegelmana Maus vychází první souborné vydání obou dvou dílů knihy v jednom vázaném svazku. Maus je děsivým - a současně hodnotně umělecky ztvárněným - zobrazením holocaustu, které oslovilo miliony čtenářů po celém světě. Místo lidí vystupují v příběhu myši a jiná zvířata - odtud název knihy. Maus je jedním z vrcholných děl moderní světové literatury, která se snaží přispět k tomu, aby lidé nezapomněli na to, co znamenal nacismus.",2012
čeští,,dospívání,Ivona Březinová,Holky na vodítku - série,Bez popisu.,
čeští,,dospívání,kolektiv autorů,Kapuce od mikiny,Bez popisu.,
zahraniční,,dospívání,Silène Edgar,14-14 Přátelství napříč staletími,"Hadrien a Adrien jsou dva třináctiletí kluci, kteří od sebe žijí jen pár kilometrů ve Francii. Mají problémy ve škole, doma a i s dívkami – jako většina kluků jejich věku. Jen jedna věc je od sebe dělí: Hadrian žije v roce 1914 a Adrien v roce 2014. Jejich osudy se záhadně propojí, když si začnou psát dopisy. Myslí si, že píšou jenom vzdálenému bratranci, a vůbec netuší, že jejich dopisy putují časem. Když si Adrien uvědomí, že Hadrien žije před sto lety, rozhodne se ho varovat – blíží se první světová válka a jeho kamarád se musí za každou cenu ukrýt",2017
zahraniční,,říše fantazie,Katherine Paterson,Most do země Terabithia,Bez popisu.,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

